mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator,param_learning_rate,param_loss,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.064064359664917,0.01663608701709556,0.00940690040588379,0.0012033305032588015,,1.0,linear,50,,"{'estimator': None, 'learning_rate': 1.0, 'loss': 'linear', 'n_estimators': 50, 'random_state': None}",0.822611211471736,0.7365652352649699,0.8069238294480137,0.8055402105037234,0.7957802258108291,0.7934841424998543,0.029730099586969132,1
0.21017093658447267,0.014118214913766901,0.027909517288208008,0.01125408349682009,,1.0,square,50,,"{'estimator': None, 'learning_rate': 1.0, 'loss': 'square', 'n_estimators': 50, 'random_state': None}",0.3262977391265781,0.3850965251653019,0.5200770456194108,0.428695960471547,0.5933235670577655,0.45069816748812064,0.09530852270258282,3
0.19203920364379884,0.010945409798676527,0.019368934631347656,0.0025810046173043505,,1.0,exponential,50,,"{'estimator': None, 'learning_rate': 1.0, 'loss': 'exponential', 'n_estimators': 50, 'random_state': None}",0.5088526480859094,0.5237486868023827,0.5909289150441188,0.5100484076515049,0.6619374771340681,0.5591032269435968,0.05961408711909851,2
