mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bagging_fraction,param_boosting,param_feature_fraction,param_learning_rate,param_max_bin,param_max_depth,param_metric,param_min_data_in_leaf,param_num_leaves,param_objective,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3556211948394775,0.019020205004502487,0.007519960403442383,0.0012658006700929612,0.8,gbdt,0.8,0.1,255,5,rmse,20,45,regression,"{'bagging_fraction': 0.8, 'boosting': 'gbdt', 'feature_fraction': 0.8, 'learning_rate': 0.1, 'max_bin': 255, 'max_depth': 5, 'metric': 'rmse', 'min_data_in_leaf': 20, 'num_leaves': 45, 'objective': 'regression'}",0.8687777088150761,0.811092606341492,0.834085742742415,0.8356475741576712,0.7953384098516268,0.8289884083816561,0.02492427678842655,1
