mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.009150171279907226,0.001763975214521662,0.003535890579223633,0.00031625839792550774,squared_error,,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'splitter': 'best'}",0.7493131699886603,0.5581715936805187,0.7654287086717264,0.619901765469262,0.6649041061845495,0.6715438687989435,0.07800858082915209,3
0.007400131225585938,0.0011229225183296595,0.004046249389648438,0.0008126850608031485,squared_error,,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_split': 2, 'splitter': 'random'}",0.6646345003874179,0.5872524545043627,0.6149164680586799,0.6548714127713411,0.6193548193901299,0.6282059310223863,0.0281788141155353,8
0.004757928848266602,0.0005305316536862292,0.002225637435913086,0.0003781295213470281,friedman_mse,,2,best,"{'criterion': 'friedman_mse', 'max_depth': None, 'min_samples_split': 2, 'splitter': 'best'}",0.7317202108754034,0.5771033251871991,0.780112770875316,0.6364618551630794,0.6498859380795748,0.6750568200361144,0.07206320064120399,2
0.004209136962890625,0.0009302933919848468,0.002638435363769531,0.0007748350520762185,friedman_mse,,2,random,"{'criterion': 'friedman_mse', 'max_depth': None, 'min_samples_split': 2, 'splitter': 'random'}",0.6263221946942701,0.6288950042286567,0.6390579340264588,0.6299767324185658,0.618142958793364,0.6284789648322631,0.006720352133600883,7
0.02354283332824707,0.001094626329318132,0.0032375335693359377,0.00029196456893485634,absolute_error,,2,best,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_split': 2, 'splitter': 'best'}",0.7577346347115057,0.6105131317665206,0.5979495595295647,0.5471684719187814,0.6646949386496084,0.6356121473151962,0.07159668357893706,6
0.017240571975708007,0.0012388114051340843,0.003763151168823242,0.00019908967249185228,absolute_error,,2,random,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_split': 2, 'splitter': 'random'}",0.7424747198408179,0.7190191327881911,0.7323967693694661,0.6552792329058281,0.6484103440533118,0.699516039791523,0.03968790351208055,1
0.007721090316772461,0.00026229011194362346,0.003492307662963867,0.00046576426019822567,poisson,,2,best,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_split': 2, 'splitter': 'best'}",0.7003138998773579,0.5779475346177465,0.7643296297347333,0.5765074313792764,0.6142328783232109,0.646666274786465,0.07405293585041453,5
0.006287240982055664,0.0002786115324148805,0.002414560317993164,0.0008596221938679295,poisson,,2,random,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_split': 2, 'splitter': 'random'}",0.6361925286191811,0.626685421771972,0.7162331566220332,0.6186140608083418,0.6516350121939704,0.6498720360030996,0.03495344169004289,4
